"spkid","full_name","moid_ld","H","rot_per","pha"
3774067,"       (2017 HV2)",0.0668,28.90,,N
3774064,"       (2017 HW2)",3.53,26.55,,N
3774090,"       (2017 HO3)",4.42,25.80,,N
3774096,"       (2017 HS3)",9.79,25.60,,N
3774094,"       (2017 HU3)",5.36,25.20,,N
3774099,"       (2017 HX3)",4.97,21.87,,Y
3774101,"       (2017 HY3)",0.127,25.60,,N
3774114,"       (2017 HG4)",0.658,27.70,,N
3774137,"       (2017 HW4)",1.69,22.03,,N
3774136,"       (2017 HX4)",3.69,26.20,,N
3774134,"       (2017 HZ4)",0.0649,25.80,,N
3774133,"       (2017 HA5)",5.12,27.50,,N
3774365,"       (2017 HF49)",7.39,26.20,,N
3774367,"       (2017 HG49)",0.482,27.50,,N
3774371,"       (2017 HJ49)",3.99,23.07,,N
3774377,"       (2017 HP49)",1.96,22.90,,N
3774376,"       (2017 HQ49)",3.08,23.10,,N
3774382,"       (2017 HT49)",5.54,26.00,,N
3774384,"       (2017 HU49)",4.11,26.50,0.62,N
3775117,"       (2017 HJ61)",0.0356,28.86,,N
3774375,"       (2017 JA)",0.378,29.10,,N
3774560,"       (2017 JQ1)",0.223,29.30,,N
3774564,"       (2017 JS1)",9.66,25.50,,N
3774561,"       (2017 JV1)",1.36,26.20,,N
3774567,"       (2017 JX1)",2.93,26.00,,N
3774562,"       (2017 JY1)",8.33,25.30,,N
3774566,"       (2017 JA2)",0.06,24.70,3.88,N
3774578,"       (2017 JB2)",0.142,29.20,,N
3774574,"       (2017 JJ2)",4.94,25.10,,N
3774576,"       (2017 JM2)",2.17,24.30,0.0188,N
3774572,"       (2017 JP2)",9.32,23.60,,N
3774603,"       (2017 JT2)",9.76,18.84,,Y
3774613,"       (2017 JD3)",9.37,21.73,,Y
3774614,"       (2017 JE3)",6.28,22.02,,Y
3774612,"       (2017 JF3)",1.48,21.74,,Y
3774611,"       (2017 JG3)",3.47,25.60,,N
3775120,"       (2017 JC6)",1.08,27.25,,N
3774691,"       (2017 KZ2)",6.73,25.00,,N
3774688,"       (2017 KB3)",0.608,25.10,,N
3774685,"       (2017 KC3)",7.88,23.00,,N
3774689,"       (2017 KG3)",5.08,24.70,,N
3774692,"       (2017 KJ3)",6.73,24.40,,N
3774720,"       (2017 KV4)",9.6,22.20,,N
3774732,"       (2017 KW4)",3.64,25.50,,N
3774721,"       (2017 KX4)",3.61,24.40,,N
3774727,"       (2017 KY4)",1.95,24.74,,N
3774738,"       (2017 KH5)",0.689,27.60,,N
3774737,"       (2017 KJ5)",5.74,26.60,,N
3775046,"       (2017 KJ27)",4.9,25.40,0.036,N
3775040,"       (2017 KK27)",4.21,25.40,,N
3775042,"       (2017 KM27)",5.21,22.80,,N
3775041,"       (2017 KN27)",1.77,25.40,,N
3775044,"       (2017 KP27)",1.97,25.80,,N
3775038,"       (2017 KQ27)",0.492,25.70,,N
3775045,"       (2017 KR27)",4.98,23.50,,N
3775096,"       (2017 KT31)",8.45,24.00,,N
3775095,"       (2017 KW31)",0.0954,26.50,,N
3775115,"       (2017 KJ32)",0.866,28.90,,N
3775116,"       (2017 KK32)",0.228,26.80,,N
3775114,"       (2017 KL32)",7.31,24.00,,N
3775155,"       (2017 KN34)",3.94,19.68,,Y
3775708,"       (2017 KC36)",0.71,27.27,,N
3775176,"       (2017 LD)",0.00388,27.50,0.066,N
3775175,"       (2017 LE)",3.87,26.40,0.0281,N
3775182,"       (2017 LF)",9.37,24.80,,N
3775204,"       (2017 LV)",6.44,26.10,,N
3775206,"       (2017 LX)",2.74,26.30,,N
3775209,"       (2017 LF1)",1.51,24.80,,N
3775248,"       (2017 MC)",3.04,21.10,,Y
3775251,"       (2017 MD)",3.54,24.40,,N
3775253,"       (2017 MF)",0.783,26.60,,N
3775267,"       (2017 MK)",9.28,25.30,,N
3775714,"       (2017 MC1)",0.929,24.40,33,N
3775715,"       (2017 MD1)",0.203,24.60,,N
3776011,"       (2017 MZ2)",6.05,25.62,,N
3776015,"       (2017 MA3)",1.19,26.73,,N
3776017,"       (2017 MB3)",4.47,25.36,,N
3776013,"       (2017 MC3)",3.7,24.10,,N
3776032,"       (2017 MF3)",5.61,26.00,,N
3776069,"       (2017 MZ3)",0.143,22.43,,N
3776074,"       (2017 MC4)",2.73,22.01,,N
3776076,"       (2017 ME4)",4.26,26.20,,N
3776084,"       (2017 MB5)",2.62,22.70,,N
3776108,"       (2017 MF7)",1.68,25.90,,N
3776109,"       (2017 MH7)",2.1,21.59,,Y
3776121,"       (2017 MS7)",1.58,22.37,,N
3776118,"       (2017 MT7)",6.39,24.30,,N
3776276,"       (2017 MO8)",0.265,26.00,0.0544,N
3776277,"       (2017 MR8)",0.283,25.00,,N
3776280,"       (2017 NB)",2.2,24.90,,N
3776283,"       (2017 NC)",6.53,25.70,,N
3776294,"       (2017 ND)",2.52,24.70,,N
3776418,"       (2017 NK2)",2.43,26.60,,N
3776549,"       (2017 NS5)",9.13,20.77,,Y
3776550,"       (2017 NT5)",0.956,22.93,,N
3776648,"       (2017 NX5)",7.7,24.20,,N
3776849,"       (2017 NM6)",2.86,18.82,,Y
3776848,"       (2017 NN6)",9.27,20.01,,Y
3776854,"       (2017 NR6)",2.38,22.18,,N
3778541,"       (2017 NB7)",1.3,23.50,,N
3778064,"       (2017 OE1)",1.85,24.50,,N
3778068,"       (2017 OF1)",1.53,24.80,,N
3778067,"       (2017 OH1)",1.62,27.10,,N
3778075,"       (2017 OL1)",6.59,21.73,,Y
3778076,"       (2017 OM1)",1,23.40,,N
3778084,"       (2017 OO1)",0.286,24.50,,N
3778083,"       (2017 OP1)",8.51,25.90,,N
3778542,"       (2017 OE7)",0.16,26.20,,N
3778543,"       (2017 OH7)",8.63,22.70,,N
3778655,"       (2017 OL19)",0.784,23.60,,N
3778658,"       (2017 OO19)",5.98,23.41,,N
3778659,"       (2017 OP19)",7.19,19.61,,Y
3779044,"       (2017 OZ19)",3.21,27.50,,N
3779049,"       (2017 OA20)",7.19,22.10,,N
3779047,"       (2017 OB20)",6.66,26.00,,N
3779440,"       (2017 OX67)",9.21,23.50,,N
3779444,"       (2017 OZ67)",9.16,27.00,,N
3780632,"       (2017 PD25)",6,25.20,,N
3780633,"       (2017 PK25)",2.01,25.30,,N
3780644,"       (2017 PV25)",4.38,24.70,,N
3780669,"       (2017 PL26)",0.431,22.20,,N
3780696,"       (2017 PV26)",0.153,21.20,,Y
3780705,"       (2017 PY26)",3.07,22.47,,N
3780693,"       (2017 PZ26)",2.66,26.90,,N
3780699,"       (2017 QK)",6.9,23.86,0.1599,N
3780702,"       (2017 QO)",6.48,25.70,,N
3780734,"       (2017 QN1)",2.67,26.40,,N
3780732,"       (2017 QO1)",3.78,27.00,,N
3780742,"       (2017 QP1)",0.154,24.27,,N
3780733,"       (2017 QQ1)",2.98,24.80,,N
3780737,"       (2017 QS1)",2.97,26.40,,N
3780735,"       (2017 QT1)",0.0023,26.70,0.77,N
3780741,"       (2017 QU1)",2.16,25.00,,N
3780738,"       (2017 QV1)",2.46,26.90,,N
3780740,"       (2017 QW1)",6.2,26.20,0.0987,N
3780739,"       (2017 QX1)",4.19,24.80,1.34,N
3780768,"       (2017 QD2)",7.61,26.50,,N
3780770,"       (2017 QG2)",1.88,27.60,,N
3780778,"       (2017 QJ2)",0.578,26.28,,N
3780775,"       (2017 QN2)",0.784,28.30,,N
3780776,"       (2017 QP2)",6.47,25.30,,N
3780791,"       (2017 QD3)",0.252,22.23,,N
3780793,"       (2017 QF3)",0.326,27.90,,N
3780806,"       (2017 QP16)",6.04,26.60,,N
3780803,"       (2017 QQ16)",5.36,26.90,,N
3780807,"       (2017 QR16)",4.92,22.82,,N
3780809,"       (2017 QS16)",0.242,25.20,,N
3781000,"       (2017 QZ16)",6.53,26.50,,N
3781002,"       (2017 QC17)",7.72,22.41,,N
3781029,"       (2017 QQ17)",0.486,28.00,,N
3781025,"       (2017 QT17)",9.9,24.00,,N
3781047,"       (2017 QG18)",1.64,27.00,0.003298,N
3781043,"       (2017 QK18)",2.61,24.65,,N
3781235,"       (2017 QP32)",3.02,25.80,,N
3781229,"       (2017 QR32)",2.57,26.60,,N
3781232,"       (2017 QU32)",4.98,26.60,,N
3781234,"       (2017 QV32)",4.04,26.10,,N
3781250,"       (2017 QL33)",7.98,21.34,3.173,Y
3781248,"       (2017 QM33)",1.34,27.80,,N
3781270,"       (2017 QT34)",2.1,27.80,,N
3781269,"       (2017 QU34)",1.31,28.37,,N
3781304,"       (2017 QB35)",0.832,29.30,,N
3781312,"       (2017 QR35)",6.11,25.30,,N
3781330,"       (2017 QX35)",5.92,22.27,,N
3781359,"       (2017 QC36)",7.85,20.70,,Y
3781318,"       (2017 RB)",3.21,28.10,,N
3781319,"       (2017 RC)",0.36,27.91,,N
3781338,"       (2017 RK)",8.97,25.50,,N
3781339,"       (2017 RL)",9.49,18.62,,Y
3781344,"       (2017 RV)",1.74,21.96,,Y
3781388,"       (2017 RV1)",4.6,20.08,3.446,Y
3781386,"       (2017 RW1)",8.55,23.70,,N
3781403,"       (2017 RG2)",2.05,24.40,,N
3781416,"       (2017 RJ2)",0.723,27.60,,N
3781415,"       (2017 RK2)",0.766,27.90,,N
3781410,"       (2017 RO2)",2.63,22.25,,N
3781408,"       (2017 RP2)",6.6,23.62,,N
3781406,"       (2017 RS2)",3.81,26.40,,N
3781412,"       (2017 RU2)",0.792,25.60,,N
3781417,"       (2017 RV2)",0.111,26.23,,N
3781411,"       (2017 RW2)",3.32,25.30,,N
3781414,"       (2017 RX2)",0.453,26.55,,N
3781442,"       (2017 RB15)",3.83,27.60,,N
3781451,"       (2017 RK15)",5.91,25.68,,N
3781456,"       (2017 RQ15)",6.97,25.80,,N
3781461,"       (2017 RZ15)",0.278,27.10,,N
3781466,"       (2017 RB16)",3.93,25.60,,N
3781574,"       (2017 RH16)",0.00725,26.20,,N
3781577,"       (2017 RM16)",4.15,27.50,,N
3781579,"       (2017 RN16)",0.219,28.90,,N
3781595,"       (2017 RO16)",2.78,27.80,,N
3781596,"       (2017 RP16)",0.407,27.20,,N
3781708,"       (2017 RO17)",2.96,26.10,,N
3781825,"       (2017 RQ17)",1.17,27.73,,N
3781830,"       (2017 RV17)",2.13,22.89,,N
3781831,"       (2017 RW17)",0.0804,29.50,,N
3781832,"       (2017 RX17)",1.53,26.20,,N
3781591,"       (2017 SM2)",0.313,27.30,,N
3781597,"       (2017 SP2)",5.82,25.20,,N
3781598,"       (2017 SQ2)",0.265,25.80,,N
3781612,"       (2017 SR2)",0.0531,28.60,,N
3781644,"       (2017 SN10)",6.53,25.70,,N
3781642,"       (2017 SO10)",4.13,24.60,,N
3781650,"       (2017 SR10)",1.94,26.20,,N
3781651,"       (2017 SS10)",9.15,25.20,,N
3781697,"       (2017 ST10)",1.74,28.40,,N
3781714,"       (2017 SU11)",7.74,23.70,,N
3781719,"       (2017 SZ11)",4.1,24.71,,N
3781715,"       (2017 SB12)",4.33,26.00,,N
3781716,"       (2017 SC12)",9.87,23.60,,N
3781729,"       (2017 SD12)",2.62,25.18,,N
3781725,"       (2017 SE12)",2.61,27.16,,N
3781737,"       (2017 SS12)",0.047,27.10,,N
3781872,"       (2017 SH14)",1.12,24.40,,N
3781877,"       (2017 SS14)",4.77,26.70,,N
3781882,"       (2017 ST14)",6.17,23.50,,N
3781890,"       (2017 SH16)",2.56,25.20,,N
3781889,"       (2017 SK16)",2.42,22.92,,N
3781897,"       (2017 SL16)",7.03,25.92,0.3188,N
3781900,"       (2017 SR16)",6.43,24.40,,N
3781899,"       (2017 SS16)",2.96,26.30,,N
3781901,"       (2017 SU16)",4.57,26.70,,N
3781916,"       (2017 SU17)",0.188,28.00,,N
3781947,"       (2017 SX17)",0.289,28.30,,N
3781973,"       (2017 SK19)",2.77,25.30,,N
3781983,"       (2017 SA20)",0.0652,28.36,,N
3781981,"       (2017 SB20)",4.19,25.00,,N
3781986,"       (2017 SD20)",5.07,26.10,,N
3781990,"       (2017 SE20)",4.19,27.90,,N
3781980,"       (2017 SF20)",0.0605,28.43,,N
3782017,"       (2017 SA21)",0.65,28.20,,N
3782055,"       (2017 SM21)",3.87,26.33,,N
3782058,"       (2017 SN21)",6.72,26.00,,N
3782060,"       (2017 SP21)",2.92,27.80,,N
3785724,"       (2017 SZ32)",0.445,29.25,,N
3785711,"       (2017 SE33)",1.36,27.70,,N
3782020,"       (2017 TA)",0.0551,24.80,,N
3782019,"       (2017 TB)",0.256,29.10,,N
3782053,"       (2017 TD1)",5.32,23.90,,N
3782062,"       (2017 TE1)",3.32,25.20,,N
3785682,"       (2017 TS1)",5.96,24.70,,N
3785680,"       (2017 TT1)",3.75,27.20,,N
3785681,"       (2017 TU1)",0.797,26.20,,N
3785691,"       (2017 TE2)",0.711,23.27,,N
3785685,"       (2017 TH2)",1.37,28.80,,N
3785688,"       (2017 TK2)",5.05,25.80,,N
3785692,"       (2017 TL2)",3.13,27.10,,N
3785690,"       (2017 TM2)",2.47,23.00,,N
3785695,"       (2017 TO2)",2.34,23.56,,N
3785725,"       (2017 TQ2)",0.0795,29.37,,N
3785751,"       (2017 TS3)",6.91,22.17,,N
3785754,"       (2017 TT3)",0.942,25.60,,N
3785752,"       (2017 TU3)",3.95,24.80,,N
3785756,"       (2017 TV3)",6.5,26.10,,N
3785759,"       (2017 TY3)",3.68,25.40,,N
3785763,"       (2017 TE4)",5.75,27.30,,N
3785765,"       (2017 TG4)",3.59,24.20,,N
3785768,"       (2017 TH4)",2.48,24.50,,N
3785769,"       (2017 TJ4)",2.86,25.20,,N
3785770,"       (2017 TK4)",3.84,27.90,,N
3785779,"       (2017 TM4)",0.816,27.70,,N
3785777,"       (2017 TQ4)",8.93,25.00,,N
3785778,"       (2017 TT4)",1.42,27.10,,N
3785789,"       (2017 TX4)",7.05,26.50,,N
3785784,"       (2017 TZ4)",8.52,22.90,,N
3785783,"       (2017 TA5)",0.977,27.20,,N
3785786,"       (2017 TD5)",0.0986,25.70,,N
3785788,"       (2017 TE5)",1.5,26.00,0.0221191,N
3785791,"       (2017 TF5)",0.703,25.52,,N
3785792,"       (2017 TH5)",0.364,28.40,,N
3785922,"       (2017 TQ5)",5.17,27.60,,N
3785923,"       (2017 TU5)",5.19,27.50,,N
3785927,"       (2017 TV5)",2.14,26.80,,N
3785926,"       (2017 TW5)",0.516,27.20,,N
3785929,"       (2017 TX5)",1.97,26.16,,N
3785925,"       (2017 TY5)",3.52,26.30,,N
3785932,"       (2017 TZ5)",1.62,26.81,,N
3785931,"       (2017 TA6)",0.909,27.10,,N
3786445,"       (2017 TD6)",0.119,27.20,,N
3786447,"       (2017 TH6)",4.08,21.54,,Y
3786449,"       (2017 TJ6)",5.27,27.60,,N
3785933,"       (2017 UA)",1.13,28.50,,N
3786457,"       (2017 UD)",3.09,25.60,,N
3786459,"       (2017 UE)",4.11,26.90,,N
3786460,"       (2017 UF)",0.137,27.90,,N
3786458,"       (2017 UG)",3.7,27.50,,N
3786456,"       (2017 UJ)",0.46,25.60,,N
3787078,"       (2017 UP)",2.64,26.10,,N
3787070,"       (2017 UR)",5.04,25.10,,N
3787068,"       (2017 US)",2.25,26.20,,N
3787071,"       (2017 UU)",6.43,26.40,,N
3787080,"       (2017 UY)",8.21,26.30,,N
3787081,"       (2017 UZ)",7.7,25.90,,N
3787085,"       (2017 UE1)",8.18,26.20,,N
3787100,"       (2017 UF1)",9.55,26.60,,N
3787088,"       (2017 UH1)",4.79,26.10,,N
3787090,"       (2017 UK1)",1.38,27.10,,N
3787091,"       (2017 UL1)",3.85,24.70,,N
3787098,"       (2017 UM1)",4.37,25.90,,N
3787092,"       (2017 UP1)",5.51,26.80,,N
3787094,"       (2017 UQ1)",1.93,25.90,,N
3787097,"       (2017 UT1)",2.39,27.50,,N
3787101,"       (2017 UU1)",1.48,26.90,,N
3787600,"       (2017 UJ2)",0.422,30.90,,N
3787620,"       (2017 UN2)",2.9,28.20,,N
3787621,"       (2017 UQ2)",3.65,25.70,,N
3787625,"       (2017 UR2)",0.0384,27.70,,N
3787624,"       (2017 US2)",2.48,26.10,,N
3787627,"       (2017 UU2)",2.01,26.40,,N
3787629,"       (2017 UE3)",4.66,25.54,,N
3787628,"       (2017 UG3)",6.32,27.20,,N
3787633,"       (2017 UH3)",9.17,22.35,,N
3787635,"       (2017 UK3)",0.758,26.90,,N
3788019,"       (2017 UD5)",4.59,25.90,,N
3788018,"       (2017 UE5)",4.74,22.90,,N
3788025,"       (2017 UH5)",8.72,26.60,,N
3788024,"       (2017 UK5)",9.29,25.90,,N
3788027,"       (2017 UL5)",0.483,26.40,,N
3788029,"       (2017 UM5)",3.67,25.60,,N
3788028,"       (2017 UN5)",2.65,27.60,,N
3788030,"       (2017 UO5)",1.55,26.90,,N
3788035,"       (2017 UP5)",8.12,27.60,,N
3788032,"       (2017 UR5)",3.6,28.70,,N
3788042,"       (2017 UW5)",0.47,28.70,,N
3788048,"       (2017 UX5)",2.38,19.78,,Y
3788038,"       (2017 UZ5)",4.42,26.60,,N
3788052,"       (2017 UA6)",1.2,25.70,,N
3788044,"       (2017 UH6)",3.76,26.20,,N
3788046,"       (2017 UJ6)",5.28,26.60,,N
3788050,"       (2017 UK6)",9.8,24.00,,N
3788072,"       (2017 UL6)",0.078,32.00,,N
3788073,"       (2017 UQ6)",0.298,27.20,,N
3788081,"       (2017 UL7)",0.507,24.42,,N
3788090,"       (2017 UO7)",7.91,26.80,,N
3788089,"       (2017 UP7)",9.51,25.90,,N
3788088,"       (2017 UQ7)",1.08,25.25,,N
3788084,"       (2017 US7)",2.05,27.00,,N
3788086,"       (2017 UV7)",6.08,26.50,,N
3788083,"       (2017 UW7)",5.12,27.60,,N
3788118,"       (2017 UZ7)",6.05,21.60,,Y
3788128,"       (2017 UK8)",1.32,28.20,0.0086309,N
3788127,"       (2017 UL8)",1.16,28.10,,N
3788142,"       (2017 UD43)",3.7,28.40,,N
3788143,"       (2017 UE43)",0.739,24.00,,N
3788144,"       (2017 UF43)",3.89,23.45,,N
3788146,"       (2017 UJ43)",0.351,27.70,,N
3788152,"       (2017 UN43)",1.61,26.00,,N
3788153,"       (2017 UO43)",5.4,27.90,,N
3788150,"       (2017 UP43)",0.746,26.40,,N
3788891,"       (2017 UA45)",0.942,26.10,,N
3789079,"       (2017 UR51)",0.159,22.50,,N
3789433,"       (2017 UA52)",0.448,28.51,,N
3789435,"       (2017 UC52)",4.95,24.35,,N
3791305,"       (2017 UK52)",4.25,27.12,,N
3791306,"       (2017 UL52)",3.61,28.29,,N
3791307,"       (2017 UM52)",2.13,29.53,,N
3788892,"       (2017 VA)",2.01,24.20,,N
3788902,"       (2017 VC)",2.08,23.35,0.118409,N
3788903,"       (2017 VD)",7.1,20.87,7.99,Y
3788901,"       (2017 VE)",0.13,26.60,,N
3789071,"       (2017 VJ)",0.671,24.55,,N
3789080,"       (2017 VV)",6.04,20.46,,Y
3789100,"       (2017 VG1)",3.85,24.20,0.47376,N
3789099,"       (2017 VL1)",3.03,26.50,,N
3789123,"       (2017 VZ1)",5.16,26.00,,N
3789125,"       (2017 VE2)",7.16,25.10,,N
3789141,"       (2017 VL2)",0.34,26.10,,N
3789139,"       (2017 VM2)",8.27,23.30,,N
3789142,"       (2017 VN2)",2.24,27.40,,N
3789225,"       (2017 VR12)",2.66,20.66,1.37755,Y
3789222,"       (2017 VS12)",2.94,23.00,,N
3789223,"       (2017 VU12)",1.76,27.10,,N
3789226,"       (2017 VV12)",0.286,28.00,,N
3789372,"       (2017 VA13)",8.52,23.30,,N
3789379,"       (2017 VB13)",8.03,25.50,,N
3789371,"       (2017 VD13)",8.33,25.00,,N
3789380,"       (2017 VL13)",7.6,24.70,,N
3789381,"       (2017 VN13)",2.44,27.90,,N
3789399,"       (2017 VW13)",0.0952,20.63,,Y
3789398,"       (2017 VY13)",2.06,26.40,,N
3789395,"       (2017 VZ13)",6.75,27.90,,N
3789396,"       (2017 VC14)",0.164,28.20,,N
3789401,"       (2017 VE14)",4.72,27.90,,N
3789391,"       (2017 VF14)",0.706,28.50,,N
3789417,"       (2017 VT14)",1.14,23.10,4.04,N
3789423,"       (2017 VZ14)",2.53,25.10,,N
3789426,"       (2017 VA15)",7.47,25.10,,N
3789424,"       (2017 VB15)",8.87,25.70,,N
3789446,"       (2017 VO15)",5.5,19.58,,Y
3789409,"       (2017 WB)",0.0932,25.30,,N
3789429,"       (2017 WC)",4.95,25.80,,N
3789415,"       (2017 WD)",0.0302,28.00,,N
3789455,"       (2017 WR)",1.46,24.84,,N
3789447,"       (2017 WT)",1.31,25.80,,N
3789459,"       (2017 WB1)",6.99,27.70,,N
3789472,"       (2017 WK1)",7.48,27.01,,N
3789479,"       (2017 WQ1)",3.14,24.98,,N
3789477,"       (2017 WR1)",1.78,26.20,,N
3789483,"       (2017 WT1)",1.89,24.90,,N
3789481,"       (2017 WU1)",2.53,26.90,,N
3789485,"       (2017 WV1)",3.67,28.40,,N
3789484,"       (2017 WW1)",0.298,29.70,,N
3789541,"       (2017 WH2)",0.671,24.30,,N
3789547,"       (2017 WO2)",1.98,26.68,,N
3789603,"       (2017 WT12)",3.07,27.10,,N
3789610,"       (2017 WV12)",3.44,25.40,,N
3789609,"       (2017 WX12)",8.48,22.12,16.232,Y
3789617,"       (2017 WD13)",1.29,24.52,,N
3789606,"       (2017 WH13)",1.54,26.70,,N
3789612,"       (2017 WJ13)",4.21,22.60,,N
3789622,"       (2017 WM13)",4.58,27.60,,N
3789623,"       (2017 WN13)",3.75,22.91,,N
3789629,"       (2017 WO13)",3.25,26.80,,N
3789626,"       (2017 WP13)",3.12,24.00,,N
3789630,"       (2017 WS13)",5.28,24.60,,N
3789631,"       (2017 WV13)",3.68,21.20,,Y
3789634,"       (2017 WZ13)",6.99,26.40,,N
3789637,"       (2017 WA14)",0.23,27.40,,N
3789639,"       (2017 WC14)",6.88,25.60,,N
3789664,"       (2017 WG14)",0.191,24.50,,N
3789665,"       (2017 WK14)",6.03,21.80,,Y
3789673,"       (2017 WZ14)",2.98,25.10,,N
3789686,"       (2017 WK15)",8.79,26.70,,N
3789684,"       (2017 WL15)",0.527,25.85,,N
3789687,"       (2017 WN15)",4.83,24.80,,N
3789685,"       (2017 WO15)",2.14,26.50,,N
3789692,"       (2017 WF16)",3.83,28.83,,N
3789720,"       (2017 WJ16)",3.14,24.45,,N
3789719,"       (2017 WK16)",5.73,26.00,,N
3789724,"       (2017 WN16)",5.89,21.55,,Y
3789722,"       (2017 WO16)",2.82,25.04,,N
3789741,"       (2017 WY27)",0.118,27.90,,N
3789740,"       (2017 WA28)",8.97,26.40,,N
3789739,"       (2017 WB28)",6.34,26.20,,N
3789747,"       (2017 WD28)",3.46,25.70,,N
3789744,"       (2017 WE28)",0.123,26.70,,N
3789973,"       (2017 WH28)",8.5,24.50,,N
3790057,"       (2017 WL28)",5.72,27.60,,N
3790058,"       (2017 WN28)",0.77,19.80,,Y
3790065,"       (2017 WT28)",0.575,28.10,,N
3791316,"       (2017 WF29)",5.18,26.18,,N
3791317,"       (2017 WG29)",2.86,26.18,,N
3796296,"       (2017 WE30)",0.076,31.81,,N
3796297,"       (2017 WF30)",2.93,26.46,,N
3790131,"       (2017 XE)",3.65,26.00,,N
3790132,"       (2017 XF)",8.05,23.70,,N
3791014,"       (2017 XR)",5.97,23.80,,N
3791015,"       (2017 XS)",5.23,22.70,6.377,N
3791244,"       (2017 XE1)",0.449,25.80,,N
3791249,"       (2017 XK1)",0.5,25.20,,N
3791252,"       (2017 XM1)",1.49,24.60,,N
3791287,"       (2017 XD2)",8.05,23.50,,N
3791286,"       (2017 XE2)",7.68,25.28,,N
3791288,"       (2017 XF2)",3.5,23.68,,N
3791285,"       (2017 XG2)",7.7,22.14,,N
3791290,"       (2017 XK2)",5.18,25.80,,N
3791289,"       (2017 XL2)",0.976,21.30,,Y
3791291,"       (2017 XO2)",0.435,22.49,,N
3791296,"       (2017 XS2)",1.66,26.00,,N
3791300,"       (2017 XX2)",7.23,24.40,,N
3791303,"       (2017 XY2)",3.44,27.20,,N
3791304,"       (2017 XZ2)",3.89,27.30,,N
3791338,"       (2017 XN60)",0.894,25.60,,N
3791340,"       (2017 XP60)",2.96,23.14,,N
3791342,"       (2017 XQ60)",7.28,24.50,,N
3791339,"       (2017 XR60)",6.96,24.60,,N
3791346,"       (2017 XS60)",9.36,26.20,,N
3791341,"       (2017 XT60)",6.72,27.40,,N
3791344,"       (2017 XU60)",8.19,27.10,,N
3791347,"       (2017 XW60)",4,27.90,,N
3792437,"       (2017 XR61)",7.46,23.10,,N
3792431,"       (2017 XT61)",0.719,23.20,,N
3792433,"       (2017 XU61)",5.01,26.30,,N
3792434,"       (2017 XW61)",2.97,25.50,,N
3792432,"       (2017 XX61)",6.3,26.60,,N
3792438,"       (2017 XY61)",1.05,26.20,,N
3792435,"       (2017 XZ61)",0.226,24.90,,N
3792461,"       (2017 YE)",0.805,28.60,,N
3794961,"       (2017 YA1)",7.35,25.30,,N
3794962,"       (2017 YB1)",7.57,26.90,,N
3794964,"       (2017 YC1)",6.64,23.49,,N
3794969,"       (2017 YD1)",1.13,30.00,,N
3794976,"       (2017 YH1)",2.19,21.24,,Y
3794974,"       (2017 YJ1)",0.663,27.40,,N
3794977,"       (2017 YL1)",3.2,24.81,,N
3794978,"       (2017 YM1)",0.0905,25.20,,N
3794967,"       (2017 YN1)",7.99,26.10,,N
3794971,"       (2017 YP1)",5.64,25.70,,N
3794975,"       (2017 YQ1)",5.02,24.57,,N
3794982,"       (2017 YS1)",0.383,28.90,,N
3794981,"       (2017 YT1)",7.96,24.80,,N
3794980,"       (2017 YU1)",5.15,26.20,,N
3794986,"       (2017 YB2)",5.64,24.90,,N
3794985,"       (2017 YC2)",8.33,23.50,,N
3794987,"       (2017 YD2)",0.443,28.70,,N
3795027,"       (2017 YO3)",0.149,28.20,,N
3795029,"       (2017 YR3)",2.77,25.30,,N
3795034,"       (2017 YS3)",4.59,22.94,,N
3795036,"       (2017 YW3)",2.77,26.50,,N
3795059,"       (2017 YV4)",6.65,24.80,,N
3795062,"       (2017 YX4)",6.66,23.66,,N
3795061,"       (2017 YZ4)",0.53,28.10,,N
3795078,"       (2017 YE5)",8.42,19.30,20.6,Y
3795087,"       (2017 YK5)",3.97,24.04,,N
3795081,"       (2017 YL5)",2.96,23.80,,N
3795088,"       (2017 YO5)",0.293,26.10,,N
3795089,"       (2017 YP5)",7.04,23.10,,N
3795096,"       (2017 YU5)",6.29,24.10,,N
3795098,"       (2017 YY5)",0.176,22.84,,N
3795104,"       (2017 YB6)",4.76,27.60,,N
3795100,"       (2017 YC6)",0.0168,25.90,,N
3795107,"       (2017 YL6)",2.38,22.69,,N
3795110,"       (2017 YO6)",0.8,22.38,,N
3795112,"       (2017 YQ6)",1.78,28.00,,N
3795125,"       (2017 YD7)",4.73,27.30,,N
3795128,"       (2017 YE7)",0.0212,28.50,,N
3795121,"       (2017 YH7)",6.48,24.80,,N
3795129,"       (2017 YJ7)",4.84,26.30,,N
3795123,"       (2017 YK7)",3.37,24.56,,N
3795151,"       (2017 YE8)",1.4,25.50,,N
