"spkid","full_name","e","per_y","class"
20612337,"612337 (2002 EY2)",0.4864,2.27,APO
20612356,"612356 (2002 JX8)",0.3050,0.676,ATE
20612358,"612358 (2002 JE9)",0.4166,1.1,APO
20612509,"612509 (2002 UK11)",0.5755,1.52,APO
20612522,"612522 (2002 VP69)",0.5272,2.87,APO
20612780,"612780 (2004 MD)",0.5363,2.65,APO
20612786,"612786 (2004 PJ2)",0.3418,1.69,APO
20612901,"612901 (2004 XP14)",0.1586,1.08,APO
20612924,"612924 (2005 CL)",0.7545,2.8,APO
20613286,"613286 (2005 YQ96)",0.3336,0.641,ATE
20613400,"613400 (2006 FH36)",0.1982,0.934,ATE
20613403,"613403 (2006 GB)",0.1795,0.939,ATE
20613471,"613471 (2006 RJ1)",0.3003,0.927,ATE
20613569,"613569 (2006 TU7)",0.4703,0.786,ATE
20613862,"613862 (2007 UY1)",0.1760,0.925,ATE
20613995,"613995 (2008 NP3)",0.3340,1.01,APO
20614134,"614134 (2008 TC4)",0.5544,0.689,ATE
20614433,"614433 (2009 KK)",0.4555,1.84,APO
20614470,"614470 Flordeneu (2009 ST19)",0.5954,3.62,APO
20619106,"619106 (2005 SQ)",0.5743,2.13,APO
20620055,"620055 (2003 BK47)",0.7062,4.56,APO
20620056,"620056 (2004 UR1)",0.6168,3.21,APO
20620063,"620063 (2009 DH39)",0.6001,2.51,APO
20620066,"620066 (2010 SC41)",0.6070,2.55,APO
20620071,"620071 (2011 WN15)",0.8581,1.34,APO
20620082,"620082 (2014 QL433)",0.7160,3.03,APO
20620085,"620085 (2014 WG365)",0.3332,1.47,APO
20620094,"620094 (2016 AJ193)",0.8161,5.89,APO
20620095,"620095 (2016 CB194)",0.6318,3.98,APO
20620096,"620096 Curupira (2016 HL)",0.6159,2.44,APO
20620100,"620100 (2016 WJ1)",0.5032,1.55,APO
20657084,"657084 (2016 GT220)",0.3799,2.04,APO
20660096,"660096 (1998 SL36)",0.4181,1.64,APO
20669051,"669051 (2012 SD22)",0.5727,2.75,APO
20669555,"669555 (2012 YQ1)",0.5630,2.82,APO
20671294,"671294 (2014 JO25)",0.8867,2.97,APO
20671970,"671970 (2014 QO296)",0.4698,2.49,APO
20673011,"673011 (2015 AR45)",0.7013,1.63,APO
20674590,"674590 (2015 RH2)",0.2666,1.34,APO
20675603,"675603 (2015 XE352)",0.3891,1.54,APO
20678413,"678413 (2017 SV20)",0.3052,1.49,APO
20678927,"678927 (2018 BP)",0.3977,1.94,APO
20678976,"678976 (2018 EH4)",0.6125,2.96,APO
20679648,"679648 (2019 XS)",0.3265,1.01,APO
20679656,"679656 (2020 BP13)",0.3523,1.96,APO
20679786,"679786 (2020 QG3)",0.5652,3.02,APO
20679885,"679885 (2021 NQ5)",0.4937,2.05,APO
20686964,"686964 (2011 GM44)",0.5191,0.691,ATE
20696513,"696513 (2016 NL56)",0.5450,1.67,APO
20712200,"712200 (2014 SM143)",0.4227,1.32,APO
20741081,"741081 (2005 LW3)",0.4637,1.73,APO
20741232,"741232 (2005 TU50)",0.5966,1.7,APO
20741491,"741491 (2006 DU62)",0.7382,2.1,APO
20741537,"741537 (2006 HV5)",0.3156,0.773,ATE
20744281,"744281 (2009 HD21)",0.6890,4.6,APO
20745311,"745311 (2010 XC15)",0.4199,0.627,ATE
20746192,"746192 (2011 TC4)",0.7198,1.82,APO
20746333,"746333 (2011 UC292)",0.2596,1.12,APO
20748147,"748147 (2013 GG69)",0.6693,4.4,APO
20750500,"750500 (2014 VL6)",0.3291,1.39,APO
20756064,"756064 (2018 DA1)",0.7272,1.33,APO
20756065,"756065 (2018 DH1)",0.6031,3.03,APO
20761121,"761121 (2009 KK8)",0.5959,3.72,APO
20771893,"771893 (2016 XO23)",0.6222,3.04,APO
20778852,"778852 (2011 AM24)",0.1488,1.28,APO
20779817,"779817 (2012 AD3)",0.6062,3.25,APO
20786479,"786479 (2015 YU7)",0.4127,0.742,ATE
20789058,"789058 (2017 MB1)",0.7522,3.66,APO
20790012,"790012 (2018 EJ4)",0.1837,1.41,AMO
20791587,"791587 (2020 AD3)",0.5947,0.974,ATE
20792156,"792156 (2020 XR)",0.6141,3.97,APO
20793349,"793349 (2003 AY2)",0.5635,2.47,APO
20793531,"793531 (2004 CO49)",0.3883,1.61,APO
20794904,"794904 (2007 SQ6)",0.1465,1.07,APO
20795994,"795994 (2008 YS27)",0.3169,1.78,APO
20797455,"797455 (2011 HJ7)",0.5162,1.4,APO
20797489,"797489 (2011 MU)",0.6650,1.57,APO
20808862,"808862 (2018 UY)",0.5314,1.4,APO
20809875,"809875 (2020 BX12)",0.5272,2.02,APO
20811221,"811221 (2022 FR3)",0.5161,3.01,APO
20813899,"813899 (2007 VD12)",0.3649,1.23,APO
20826663,"826663 (2021 PT)",0.2461,1.36,APO
20826799,"826799 (2023 OE6)",0.6491,4.04,APO
20826936,"826936 (1998 HH49)",0.5037,1.94,APO
20826941,"826941 (1998 QK28)",0.5782,3.57,APO
20827991,"827991 (2002 XQ40)",0.3511,1.11,APO
20828534,"828534 (2004 TG10)",0.8611,3.35,APO
20829223,"829223 (2006 CT)",0.2307,1.15,APO
20835579,"835579 (2011 SM68)",0.6642,1.65,APO
20836356,"836356 (2012 OQ)",0.3948,1.3,APO
20837253,"837253 (2013 FW13)",0.3618,1.19,APO
20839444,"839444 (2014 QX432)",0.5868,1.6,APO
20850338,"850338 (2006 WJ3)",0.4241,2.32,APO
20853358,"853358 (2009 DL46)",0.3073,1.77,APO
20853873,"853873 (2009 TK12)",0.5845,2.21,APO
20862524,"862524 (2014 QK434)",0.5033,2.7,APO
20866329,"866329 (2015 RE36)",0.3901,1.5,APO
20868895,"868895 (2016 HV3)",0.3284,1.73,APO
20869522,"869522 (2016 QE45)",0.5259,1.4,APO
20869984,"869984 (2016 UJ31)",0.3289,1.8,APO
20872894,"872894 (2018 XH)",0.2998,1.69,APO
20872992,"872992 (2019 BC1)",0.6345,4.03,APO
20873204,"873204 (2019 HH4)",0.3871,1.9,APO
20873893,"873893 (2020 DB5)",0.5196,3.11,AMO
3012393,"       (1979 XB)",0.7084,3.33,APO
3092102,"       (1990 UN)",0.5281,2.24,APO
3092104,"       (1991 BA)",0.6732,3.24,APO
3002856,"       (1991 GO)",0.6542,2.67,APO
3092107,"       (1991 TU)",0.3344,1.69,APO
3003148,"       (1991 VA)",0.3546,1.72,APO
3005816,"       (1991 VG)",0.0524,1.05,APO
3005831,"       (1992 JD)",0.0312,1.05,APO
3092112,"       (1992 YD3)",0.1283,1.24,APO
3092115,"       (1993 FA1)",0.2890,1.7,APO
3092117,"       (1993 HP1)",0.5139,2.83,APO
3005874,"       (1993 KA)",0.1975,1.41,APO
3005877,"       (1993 KA2)",0.7744,3.32,APO
3005896,"       (1993 TZ)",0.5659,2.86,APO
3092118,"       (1993 UA)",0.5253,2.87,APO
3005920,"       (1994 ES1)",0.5844,1.62,APO
3092123,"       (1994 GK)",0.6045,2.73,APO
3092124,"       (1994 GL)",0.5039,0.565,ATE
3092125,"       (1994 GV)",0.4891,2.54,APO
3005942,"       (1994 NE)",0.6064,2.93,APO
3092131,"       (1994 VH8)",0.4473,2.11,APO
3005969,"       (1994 WR12)",0.3975,0.658,ATE
3092133,"       (1994 XM1)",0.5527,2.84,APO
3005973,"       (1995 CR)",0.8684,0.864,ATE
3092135,"       (1995 CS)",0.7724,2.67,APO
3006176,"       (1995 FF)",0.7105,3.53,APO
3007950,"       (1995 LA)",0.5237,3.1,APO
3008028,"       (1995 UB)",0.4124,1.66,APO
3092143,"       (1996 AP1)",0.4959,2.66,APO
3092146,"       (1996 FT1)",0.3988,1.76,APO
3092147,"       (1996 GQ)",0.4947,2.81,APO
3009026,"       (1996 JA1)",0.7002,4.12,APO
3009117,"       (1996 MQ)",0.5732,3.73,AMO
3092151,"       (1996 TC1)",0.7186,2.54,APO
3092153,"       (1996 TD9)",0.4044,1.54,APO
3092154,"       (1996 VB3)",0.5468,2.08,APO
3092156,"       (1996 XZ12)",0.4927,0.965,ATE
3009749,"       (1997 CD17)",0.1414,1.19,APO
3010077,"       (1997 GD32)",0.5988,3.05,APO
3010679,"       (1997 QK1)",0.6465,4.64,APO
3010396,"       (1997 TZ16)",0.5954,2.85,APO
3092161,"       (1997 TC25)",0.6237,4.18,APO
3010734,"       (1997 UR)",0.3120,1.76,APO
3092163,"       (1997 UA11)",0.6186,3.64,APO
3007574,"       (1997 WQ23)",0.4948,2.29,APO
3007642,"       (1997 XE10)",0.4781,2.56,APO
3011167,"       (1998 BY7)",0.6087,2.87,APO
3007925,"       (1998 BT13)",0.5990,3.84,APO
3007053,"       (1998 BR26)",0.4895,2.1,APO
3092170,"       (1998 DX11)",0.6046,3.94,APO
3184472,"       (1998 DK36)",0.4160,0.576,IEO
3092172,"       (1998 EE3)",0.6098,3.55,APO
3092176,"       (1998 HM1)",0.3583,1.67,APO
3012392,"       (1998 KY26)",0.2001,1.36,APO
3013651,"       (1998 MV5)",0.1850,1.32,APO
3013664,"       (1998 QA62)",0.7415,2.92,APO
3014109,"       (1998 SH2)",0.7139,4.54,APO
3014110,"       (1998 SU4)",0.5805,1.23,APO
3014184,"       (1998 SD9)",0.5044,0.589,ATE
3014112,"       (1998 SY14)",0.6695,4.78,APO
3092197,"       (1998 UM1)",0.4010,2.22,AMO
3015695,"       (1998 WB2)",0.5866,2.77,APO
3017309,"       (1999 AO10)",0.1109,0.871,ATE
3018330,"       (1999 CQ2)",0.3810,1.84,APO
3017729,"       (1999 CG9)",0.0635,1.09,APO
3019079,"       (1999 FR5)",0.4787,2.52,APO
3092216,"       (1999 FQ10)",0.4808,2.65,APO
3018335,"       (1999 FN19)",0.3917,2.11,APO
3092221,"       (1999 HC1)",0.5074,2.91,APO
3019647,"       (1999 LX1)",0.7268,1.26,APO
3022933,"       (1999 RZ31)",0.6015,4.16,AMO
3023213,"       (1999 SF10)",0.2536,1.45,APO
3022971,"       (1999 SH10)",0.1309,1.15,APO
3022973,"       (1999 TN13)",0.5263,2.9,APO
3022974,"       (1999 TT16)",0.6632,3.17,APO
3023285,"       (1999 TV16)",0.4100,1.98,APO
3022975,"       (1999 UR)",0.5040,2.62,APO
3092242,"       (1999 VK12)",0.7758,3.35,APO
3092244,"       (1999 VV25)",0.5586,3.33,APO
3024030,"       (1999 VX25)",0.1391,0.853,ATE
3024715,"       (1999 XS35)",0.9473,75.2,APO
3024714,"       (1999 XK136)",0.7028,3.68,APO
3025766,"       (2000 AA6)",0.5194,1.46,APO
3029456,"       (2000 AB6)",0.4763,2.39,APO
3026912,"       (2000 AG6)",0.1891,1.03,APO
3092248,"       (2000 AH205)",0.4070,1.23,APO
3092249,"       (2000 BO19)",0.3847,1.32,APO
3031172,"       (2000 DN1)",0.6809,4.79,APO
3031814,"       (2000 DO8)",0.6182,3.88,APO
3092253,"       (2000 EM26)",0.4667,0.739,ATE
3036363,"       (2000 HB24)",0.4304,0.736,ATE
3035245,"       (2000 JF5)",0.5551,2.93,APO
3092262,"       (2000 JX8)",0.3316,1.9,AMO
3035252,"       (2000 KA)",0.4620,1.54,APO
3038472,"       (2000 LF3)",0.6545,4.18,APO
3042555,"       (2000 LG6)",0.1105,0.878,ATE
3092267,"       (2000 PN)",0.7624,1.03,APO
3046124,"       (2000 QS7)",0.6667,4.37,APO
3046125,"       (2000 QV7)",0.5229,1.67,APO
3092270,"       (2000 QX69)",0.2714,1.01,APO
3067559,"       (2000 SE8)",0.5984,3.91,APO
3066079,"       (2000 SL10)",0.3387,1.61,APO
3050514,"       (2000 SM10)",0.5406,2.15,APO
3067565,"       (2000 SS43)",0.4094,2.28,AMO
3054334,"       (2000 SB45)",0.3984,1.96,APO
3054338,"       (2000 SZ162)",0.1677,0.895,ATE
3054374,"       (2000 SG344)",0.0669,0.966,ATE
3050517,"       (2000 TU28)",0.1828,1.11,APO
3054373,"       (2000 UK11)",0.2485,0.83,ATE
3063789,"       (2000 UR16)",0.4388,0.86,ATE
3054375,"       (2000 UQ30)",0.4551,2.31,APO
3063058,"       (2000 WC1)",0.2621,0.823,ATE
3092277,"       (2000 WS28)",0.5654,2.96,APO
3063080,"       (2000 WG63)",0.4746,2.64,APO
3092278,"       (2000 WJ107)",0.5576,2.72,APO
3057546,"       (2000 WL107)",0.6539,4.94,APO
3070547,"       (2000 WQ148)",0.5918,2.89,APO
3057549,"       (2000 YA)",0.6513,3.66,APO
3067828,"       (2001 AV43)",0.2409,1.45,APO
3076813,"       (2001 BF10)",0.4405,2.05,APO
3068066,"       (2001 BA16)",0.1374,0.911,ATE
3071939,"       (2001 BB16)",0.1724,0.791,ATE
3092288,"       (2001 BN61)",0.4643,2.48,APO
3069758,"       (2001 CP36)",0.4072,0.604,ATE
3070801,"       (2001 CQ36)",0.1773,0.908,ATE
3070749,"       (2001 DZ76)",0.6119,3.67,APO
3070541,"       (2001 EC)",0.7656,4.19,APO
3071762,"       (2001 EC16)",0.3640,1.56,APO
3072196,"       (2001 ED18)",0.0573,0.984,ATE
3071767,"       (2001 FC58)",0.3434,1.03,APO
3072273,"       (2001 FR85)",0.0279,0.974,ATE
3072291,"       (2001 FO127)",0.1582,0.837,ATE
3092296,"       (2001 GO2)",0.1683,1.01,APO
3076774,"       (2001 GP2)",0.0723,1.05,APO
3074752,"       (2001 GR2)",0.6222,2.54,APO
3092298,"       (2001 HJ31)",0.5857,2.98,APO
3076812,"       (2001 JV1)",0.4361,2.23,APO
3077026,"       (2001 KM20)",0.2092,1.29,APO
3076814,"       (2001 KF54)",0.6501,3.58,APO
3077854,"       (2001 KU66)",0.2253,1.47,APO
3092303,"       (2001 MS3)",0.5354,3.11,APO
3092304,"       (2001 NY1)",0.5406,3.37,AMO
3080850,"       (2001 OC36)",0.4757,1.66,APO
3091760,"       (2001 PJ29)",0.3925,1.75,APO
3081292,"       (2001 QE71)",0.1587,1.12,APO
3080637,"       (2001 QJ96)",0.7971,2.01,APO
3092069,"       (2001 QJ142)",0.0870,1.1,APO
3092092,"       (2001 RO3)",0.5975,3.93,APO
3082922,"       (2001 RQ17)",0.4949,2.84,APO
3092330,"       (2001 SY169)",0.3843,1.32,APO
3092333,"       (2001 SB170)",0.4639,1.59,APO
3082928,"       (2001 SP263)",0.5421,2.84,APO
3082930,"       (2001 SY269)",0.5974,2.18,APO
3092096,"       (2001 SE270)",0.4817,1.34,APO
3092343,"       (2001 SD286)",0.5659,3.01,APO
3092346,"       (2001 TB)",0.5233,2.23,APO
3092347,"       (2001 TD)",0.1663,0.931,ATE
3092372,"       (2001 TY1)",0.5940,3.73,APO
3092385,"       (2001 TC45)",0.6429,3.3,APO
3092389,"       (2001 UO)",0.6736,4.07,APO
3092390,"       (2001 UP)",0.2872,0.831,ATE
3092398,"       (2001 UD5)",0.6663,3.44,APO
3092400,"       (2001 UF5)",0.7037,3.56,APO
3092402,"       (2001 UN16)",0.4513,2.41,APO
3092408,"       (2001 UT16)",0.5309,3.18,APO
3092414,"       (2001 UD18)",0.4459,2.45,APO
3092419,"       (2001 VB)",0.9002,3.7,APO
3092474,"       (2001 VC2)",0.1321,1.06,APO
3092475,"       (2001 VD2)",0.5858,3.77,APO
3092476,"       (2001 VE2)",0.1810,1.16,APO
3092480,"       (2001 VJ5)",0.5615,2.69,APO
3092483,"       (2001 VM5)",0.5863,3.75,APO
3092484,"       (2001 VG16)",0.4330,2.33,APO
3092499,"       (2001 WV1)",0.4520,1.66,APO
3092506,"       (2001 WJ4)",0.2166,1.41,APO
3092516,"       (2001 WJ15)",0.5666,1.81,APO
3092519,"       (2001 WM15)",0.5929,2.54,APO
3092521,"       (2001 WO15)",0.4939,2.42,APO
3102674,"       (2001 XG1)",0.6000,2.83,APO
3102683,"       (2001 XX4)",0.5569,1.01,APO
3102688,"       (2001 XH16)",0.6293,3.07,APO
3102694,"       (2001 XP31)",0.3854,1.23,APO
3102699,"       (2001 XX103)",0.6648,2.93,APO
3102705,"       (2001 YD1)",0.4647,1.82,APO
3102709,"       (2001 YN2)",0.7152,3.97,APO
3102713,"       (2001 YP3)",0.6225,3.94,APO
3102719,"       (2001 YB5)",0.8638,3.58,APO
3102724,"       (2002 AV)",0.6572,3.88,APO
3102728,"       (2002 AY1)",0.4371,0.688,ATE
3102729,"       (2002 AZ1)",0.6666,3.08,APO
3102756,"       (2002 AO11)",0.1621,0.878,ATE
3102762,"       (2002 AA29)",0.0130,0.989,ATE
3102767,"       (2002 AE29)",0.6098,3.64,APO
3102771,"       (2002 AL31)",0.2473,1.28,APO
3102777,"       (2002 AN129)",0.5250,2.45,APO
3102778,"       (2002 BM)",0.6081,4.07,APO
3102784,"       (2002 BF25)",0.2215,1.11,APO
3114014,"       (2002 CY9)",0.5074,2.11,APO
3114023,"       (2002 CW11)",0.2253,0.804,ATE
3114026,"       (2002 CC14)",0.4030,0.743,ATE
3114030,"       (2002 CB19)",0.4516,1.45,APO
3114032,"       (2002 CA26)",0.6642,3.67,APO
3114033,"       (2002 CB26)",0.7230,2.73,APO
3117427,"       (2002 EM7)",0.3634,0.884,ATE
3117434,"       (2002 EU11)",0.6885,3.71,APO
3117436,"       (2002 EW11)",0.4281,1.87,APO
3117441,"       (2002 FB)",0.1865,1.32,APO
3117446,"       (2002 FW1)",0.3420,0.748,ATE
3120863,"       (2002 GQ)",0.3752,0.674,ATE
3120862,"       (2002 GR)",0.2075,1.32,APO
3120870,"       (2002 GK1)",0.6250,4.04,APO
3120885,"       (2002 GM5)",0.6954,3.09,APO
3120892,"       (2002 GJ8)",0.6826,5.8,AMO
3120904,"       (2002 HP11)",0.7646,2.98,APO
3125007,"       (2002 JU15)",0.2138,1.29,APO
3126183,"       (2002 JR100)",0.2989,0.888,ATE
3127387,"       (2002 LK)",0.1486,1.16,APO
3127391,"       (2002 LY1)",0.3786,0.934,ATE
3127399,"       (2002 LR24)",0.2028,1.4,APO
3127408,"       (2002 LZ45)",0.6376,3.5,APO
3127411,"       (2002 MN)",0.4995,2.45,APO
3127412,"       (2002 MX)",0.7964,3.97,APO
3130462,"       (2002 MT3)",0.6706,4.87,APO
3130464,"       (2002 NW)",0.6688,2.05,APO
3131063,"       (2002 NY40)",0.7081,2.94,APO
3132127,"       (2002 PN)",0.0687,1.02,APO
3132516,"       (2002 PX39)",0.5939,3.85,APO
3132520,"       (2002 PE43)",0.5035,2.98,AMO
3133153,"       (2002 PE130)",0.6247,4.08,APO
3134277,"       (2002 QW47)",0.5182,2.77,APO
3134269,"       (2002 RO28)",0.3311,1.84,APO
3134274,"       (2002 RC117)",0.6248,3.77,APO
3136724,"       (2002 RS129)",0.3290,1.05,APO
3136730,"       (2002 RB182)",0.6504,4.06,APO
3137721,"       (2002 SQ41)",0.7989,4.23,APO
3137727,"       (2002 TX55)",0.5721,3.34,APO
3137732,"       (2002 TA58)",0.6269,3.97,APO
3137736,"       (2002 TY59)",0.2329,1.03,APO
3137737,"       (2002 TZ59)",0.8434,4.24,APO
3137744,"       (2002 TG66)",0.5413,2.61,APO
3137844,"       (2002 TZ66)",0.1207,0.896,ATE
3137845,"       (2002 TA67)",0.3567,1.25,APO
3137865,"       (2002 TB70)",0.1318,1.21,APO
3141528,"       (2002 UV36)",0.5986,3.85,APO
3141536,"       (2002 VU17)",0.6160,3.88,APO
3143084,"       (2002 VX91)",0.2013,0.976,ATE
3143085,"       (2002 VY91)",0.5812,3.55,APO
3143086,"       (2002 VZ91)",0.3848,1.98,APO
3144143,"       (2002 XT4)",0.4225,2.04,APO
3144150,"       (2002 XO14)",0.6476,4.64,APO
3144152,"       (2002 XS14)",0.4979,2.84,APO
3144154,"       (2002 XM35)",0.8381,3.55,APO
3144510,"       (2002 XB40)",0.5538,2.53,APO
3144511,"       (2002 XF40)",0.4264,2.18,APO
3144531,"       (2002 XS90)",0.2418,0.729,ATE
3145495,"       (2002 XV90)",0.3772,1.99,APO
3145506,"       (2002 YC12)",0.4388,2.25,APO
3145520,"       (2003 AC23)",0.5817,3.2,APO
3146500,"       (2003 AS42)",0.3421,1.84,APO
3146501,"       (2003 AJ69)",0.6177,3.88,APO
3147314,"       (2003 BM4)",0.3376,1.31,APO
3147555,"       (2003 BR47)",0.5002,2.08,APO
3147556,"       (2003 BS47)",0.5220,3.06,APO
3147581,"       (2003 CG11)",0.7344,4.17,APO
3150190,"       (2003 DH6)",0.3131,1.77,APO
3150191,"       (2003 DW10)",0.3607,1.74,APO
3150193,"       (2003 DY15)",0.3284,1.37,APO
3150194,"       (2003 DZ15)",0.4870,1.35,APO
3150768,"       (2003 EM1)",0.0525,0.936,ATE
3150769,"       (2003 EP4)",0.6449,1.59,APO
3150771,"       (2003 EG16)",0.6898,3.7,APO
3151443,"       (2003 EW59)",0.6759,2.61,APO
3151641,"       (2003 FK1)",0.4857,0.595,ATE
3151646,"       (2003 FB5)",0.7887,3.99,APO
3151652,"       (2003 FF5)",0.3040,1.6,APO
3151655,"       (2003 FY6)",0.5821,0.624,ATE
3152305,"       (2003 FJ8)",0.5161,2.46,APO
3152313,"       (2003 GF21)",0.4880,2.34,APO
3152314,"       (2003 GG21)",0.7119,3.13,APO
3152317,"       (2003 GQ22)",0.1814,0.815,ATE
3152318,"       (2003 GR22)",0.6089,1.92,APO
3152322,"       (2003 GD42)",0.2288,1.47,APO
3153509,"       (2003 HM)",0.2696,0.734,ATE
3153514,"       (2003 HW10)",0.5322,2.41,APO
3153516,"       (2003 HN16)",0.2110,1.46,APO
3153530,"       (2003 HT42)",0.2617,0.735,ATE
3154349,"       (2003 JX2)",0.2439,1.18,APO
3154350,"       (2003 JY2)",0.6042,1.72,APO
3154352,"       (2003 JD11)",0.5446,2.32,APO
3154491,"       (2003 JO14)",0.3407,1.36,APO
3154507,"       (2003 KF4)",0.5741,3.55,APO
3154520,"       (2003 LH)",0.1490,0.943,ATE
3154522,"       (2003 LW2)",0.4710,2.51,APO
3156302,"       (2003 LN6)",0.2094,0.793,ATE
3157017,"       (2003 MN)",0.6016,3.49,APO
3157020,"       (2003 MU)",0.4957,2.94,AMO
3157021,"       (2003 ME1)",0.3028,1.06,APO
3157022,"       (2003 MS2)",0.1263,1.06,APO
3157028,"       (2003 MK4)",0.1813,1.12,APO
3158122,"       (2003 QB30)",0.4178,1.37,APO
3159886,"       (2003 RS1)",0.6413,4.62,APO
3159889,"       (2003 RB5)",0.4716,2.59,APO
3160723,"       (2003 RU11)",0.1823,0.838,ATE
3160726,"       (2003 SY4)",0.6120,3.89,APO
3160734,"       (2003 SL36)",0.4076,1.69,APO
3160747,"       (2003 SR84)",0.4766,2.23,APO
3160741,"       (2003 SS84)",0.5717,2.68,APO
3160748,"       (2003 SW130)",0.3043,0.831,ATE
3160794,"       (2003 SM215)",0.5637,3.09,APO
3160841,"       (2003 SQ222)",0.5186,1.85,APO
3160852,"       (2003 TH2)",0.6677,3.86,APO
3160850,"       (2003 TK2)",0.6472,3.6,APO
3163738,"       (2003 TO9)",0.6042,3.78,APO
3163739,"       (2003 TR9)",0.7014,2.11,APO
3163743,"       (2003 UM3)",0.4409,1.61,APO
3163754,"       (2003 UC10)",0.6318,3.72,APO
3163759,"       (2003 UO12)",0.6504,4.76,APO
3163757,"       (2003 UQ12)",0.5249,2.23,APO
3164401,"       (2003 UY12)",0.5945,0.587,ATE
3164414,"       (2003 UQ25)",0.6818,4.05,APO
3164417,"       (2003 UX26)",0.3655,1.24,APO
3164431,"       (2003 UT55)",0.1476,0.969,ATE
3167343,"       (2003 WP7)",0.6454,3.5,APO
3167358,"       (2003 WW26)",0.7982,3.69,APO
3167365,"       (2003 WH98)",0.5381,3.15,APO
3167367,"       (2003 WT153)",0.1782,0.845,ATE
3169271,"       (2003 WH166)",0.5575,2.69,APO
3169269,"       (2003 XK)",0.7170,3.59,APO
3169272,"       (2003 XV)",0.5545,2.71,APO
3169273,"       (2003 XJ7)",0.4657,1.39,APO
3169274,"       (2003 XH10)",0.2438,1.52,APO
3170235,"       (2003 XZ12)",0.3129,1.73,APO
3170245,"       (2003 YS70)",0.2340,1.45,APO
3170221,"       (2003 YN107)",0.0139,0.983,ATE
3170237,"       (2003 YH111)",0.4859,1.69,APO
3170205,"       (2003 YR117)",0.5039,2.54,APO
3170231,"       (2003 YL118)",0.4863,1.2,APO
3170208,"       (2003 YG136)",0.3550,0.954,ATE
3170209,"       (2003 YH136)",0.8965,3.94,APO
3170233,"       (2004 AD)",0.2626,1.41,APO
3172322,"       (2004 BY1)",0.2200,0.826,ATE
3172327,"       (2004 BH11)",0.3283,1.43,APO
3172332,"       (2004 BV18)",0.2543,1.54,APO
3174184,"       (2004 BG41)",0.6098,3.98,APO
3174186,"       (2004 BN41)",0.5160,2.94,APO
3174197,"       (2004 BA75)",0.6015,2.09,APO
3174205,"       (2004 BK86)",0.5353,1.84,APO
3174211,"       (2004 CC)",0.3089,1.71,APO
3175324,"       (2004 CZ1)",0.4551,1.91,APO
3175325,"       (2004 CA2)",0.6137,3.06,APO
3175335,"       (2004 DL1)",0.6932,2.41,APO
3175336,"       (2004 DF2)",0.6530,2.14,APO
3176187,"       (2004 DA53)",0.3301,0.83,ATE
3177193,"       (2004 EL20)",0.2686,0.735,ATE
3177201,"       (2004 EU22)",0.1631,1.28,APO
3177191,"       (2004 FA)",0.5921,3.1,APO
3177198,"       (2004 FD)",0.6743,1.49,APO
3177202,"       (2004 FH)",0.2889,0.742,ATE
3177205,"       (2004 FX1)",0.2664,1.2,APO
3177206,"       (2004 FY1)",0.5881,2.73,APO
3177210,"       (2004 FY3)",0.5564,2.78,APO
3177213,"       (2004 FM4)",0.5926,2.88,APO
3177216,"       (2004 FA5)",0.2993,1.49,APO
3177218,"       (2004 FK5)",0.5518,3.37,APO
3177220,"       (2004 FN8)",0.1445,1.26,APO
3177223,"       (2004 FJ11)",0.5618,3.37,APO
3177224,"       (2004 FY15)",0.4799,2.52,APO
3177230,"       (2004 FC18)",0.6474,2.62,APO
3177232,"       (2004 FG29)",0.4929,0.823,ATE
3177233,"       (2004 FH29)",0.4018,2.13,APO
3177235,"       (2004 FJ31)",0.3222,1.43,APO
3177237,"       (2004 FY31)",0.5544,3.2,APO
3177238,"       (2004 FM32)",0.1618,1.15,APO
3249978,"       (2004 FU162)",0.3922,0.752,ATE
3179348,"       (2004 GD)",0.3078,1.1,APO
3179352,"       (2004 GB2)",0.6494,3.08,APO
3179353,"       (2004 GD2)",0.4997,2.91,AMO
3179354,"       (2004 GE2)",0.7067,2.93,APO
3179359,"       (2004 GB19)",0.3661,1.58,APO
3179362,"       (2004 HB)",0.5866,3.66,APO
3179361,"       (2004 HE)",0.6087,2.36,APO
3179365,"       (2004 HL)",0.3461,1.94,APO
3179366,"       (2004 HM)",0.4095,1.54,APO
3180145,"       (2004 HZ)",0.4422,1.49,APO
3180147,"       (2004 HQ1)",0.2707,1.17,APO
3180152,"       (2004 HF12)",0.6487,3.12,APO
3180176,"       (2004 HC33)",0.4295,2.35,APO
3180182,"       (2004 HC39)",0.5014,2.44,APO
3180184,"       (2004 HX53)",0.3338,1.3,APO
3180192,"       (2004 HT59)",0.2233,0.97,ATE
3182169,"       (2004 JN1)",0.1756,1.13,APO
3182171,"       (2004 JP1)",0.2190,1.21,APO
3182183,"       (2004 JO20)",0.4333,1.78,APO
3182189,"       (2004 KB)",0.2890,1.29,APO
3182820,"       (2004 KZ)",0.3752,1.46,APO
3182823,"       (2004 KG1)",0.4072,0.756,ATE
3182831,"       (2004 KF17)",0.4773,2.53,APO
3182832,"       (2004 KG17)",0.3205,1.85,AMO
3183834,"       (2004 LB)",0.0529,1.08,APO
3183835,"       (2004 LC)",0.5544,3.04,APO
3183841,"       (2004 LV)",0.6226,2.15,APO
3183844,"       (2004 LB2)",0.5712,1.54,APO
3183847,"       (2004 LO2)",0.3512,0.877,ATE
